,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived
372,male,29.0,3rd,C,Unknown,2674.0,7.0406,0.0,0.0,no
373,male,15.0,3rd,C,Lebanon,2690.0,7.0407,1.0,1.0,no
374,male,22.0,3rd,C,Lebanon,2695.0,7.0407,1.0,1.0,no
375,male,48.0,3rd,S,England,3902.0,7.05,0.0,0.0,no
376,female,5.0,3rd,S,United States,364516.0,12.0906,0.0,0.0,yes
377,male,21.0,2nd,S,Sweden,236854.0,13.0,0.0,0.0,no
378,female,39.0,1st,C,United States,17757.0,247.1006,0.0,0.0,yes
379,male,37.0,3rd,S,Unknown,3101306.0,7.01,0.0,0.0,no
380,female,54.0,1st,C,United States,36947.0,78.0504,1.0,0.0,yes
381,female,36.0,1st,C,United States,17531.0,31.1307,0.0,0.0,no
382,male,38.0,3rd,S,England,6212.0,15.02,0.0,0.0,no
383,male,18.0,2nd,S,Norway,236171.0,13.0,0.0,0.0,no
384,male,46.0,3rd,S,England,3101314.0,7.05,0.0,0.0,no
385,male,26.0,3rd,Q,Ireland,367232.0,7.15,0.0,0.0,no
386,male,49.0,1st,S,England,17483.0,221.1507,0.0,0.0,no
387,male,32.0,2nd,S,England,2926.0,26.0,1.0,0.0,no
388,male,18.0,2nd,S,England,15185.0,10.1,0.0,0.0,no
389,male,34.0,3rd,S,Unknown,3101308.0,7.01,0.0,0.0,yes
390,male,18.0,3rd,S,Sweden,350036.0,7.1511,0.0,0.0,no
391,female,48.0,1st,C,United States,17598.0,31.1308,0.0,0.0,yes
392,female,22.0,3rd,Q,Ireland,364859.0,7.15,0.0,0.0,no
393,female,42.0,1st,C,United States,17421.0,110.1708,0.0,0.0,yes
394,male,28.0,3rd,Q,Ireland,364851.0,7.15,0.0,0.0,no
395,male,48.0,3rd,Q,Ireland,368323.0,6.19,0.0,0.0,no
396,male,36.0,1st,S,Canada,14474.0,26.0509,0.0,0.0,yes
397,male,19.0,3rd,Q,Ireland,330910.0,7.1707,0.0,0.0,no
398,male,20.0,3rd,Q,Ireland,365235.0,7.15,0.0,0.0,no
399,male,32.0,3rd,S,Unknown,1601.0,56.0911,0.0,0.0,yes
400,female,20.0,3rd,S,England,6608.0,34.0706,2.0,2.0,no
401,female,7.0,3rd,S,England,6608.0,34.0706,2.0,2.0,no
402,male,23.0,3rd,S,England,1478.0,8.01,0.0,0.0,no
403,male,18.0,3rd,S,England,6608.0,34.0706,2.0,2.0,no
404,female,54.0,3rd,S,Scotland,6608.0,34.0706,1.0,3.0,no
405,male,14.0,3rd,S,England,6608.0,34.0706,1.0,3.0,no
406,male,30.0,1st,S,United States,113051.0,27.15,0.0,0.0,no
407,female,24.0,1st,S,Canada,19950.0,263.0,3.0,2.0,yes
408,female,28.0,1st,S,Canada,19950.0,263.0,3.0,2.0,yes
409,female,23.0,1st,S,Canada,19950.0,263.0,3.0,2.0,yes
410,male,19.0,1st,S,Canada,19950.0,263.0,3.0,2.0,no
411,male,64.0,1st,S,Canada,19950.0,263.0,1.0,4.0,no
412,female,60.0,1st,S,Canada,19950.0,263.0,1.0,4.0,yes
413,male,28.0,3rd,Q,Ireland,368573.0,7.15,0.0,0.0,no
414,male,38.0,2nd,S,United States,229236.0,13.0,0.0,0.0,no
415,female,32.0,1st,C,England,17485.0,56.1807,0.0,0.0,yes
416,male,37.0,1st,S,England,113778.0,26.11,0.0,0.0,no
417,male,49.0,1st,S,United States,17611.0,133.13,2.0,0.0,yes
418,male,43.0,1st,C,United States,17765.0,27.1405,1.0,0.0,yes
419,female,42.0,1st,S,United States,17611.0,133.13,1.0,0.0,yes
420,female,22.0,1st,C,Switzerland,13568.0,49.1,0.0,2.0,yes
421,male,60.0,1st,C,Switzerland,13567.0,79.04,1.0,1.0,yes
422,female,48.0,1st,C,Switzerland,13567.0,79.04,1.0,1.0,yes
423,male,39.0,2nd,B,England,239854.0,,0.0,0.0,no
424,male,39.0,1st,S,England,112058.0,,0.0,0.0,no
425,female,38.0,2nd,S,India,237671.0,13.0,0.0,0.0,no
426,male,37.0,1st,S,England,113803.0,53.02,1.0,0.0,no
427,female,35.0,1st,S,England,113803.0,53.02,1.0,0.0,yes
428,male,36.0,2nd,S,England,239865.0,26.0,0.0,0.0,no
429,male,38.0,2nd,S,England,28664.0,21.0,1.0,0.0,no
430,male,33.0,2nd,S,England,28664.0,21.0,1.0,0.0,no
431,male,29.0,3rd,Q,Ireland,36864.0,7.141,0.0,0.0,no
432,male,23.0,3rd,S,England,358585.0,14.1,0.0,0.0,no
433,female,39.0,2nd,S,England,243880.0,13.0,0.0,0.0,yes
434,male,19.0,2nd,S,England,239865.0,26.0,0.0,0.0,no
435,male,26.0,2nd,S,Channel Islands,31028.0,10.1,0.0,0.0,no
436,male,47.0,1st,S,England,111320.0,38.1,0.0,0.0,no
437,female,38.0,3rd,C,United States,2688.0,7.0407,0.0,0.0,yes
438,male,21.0,3rd,C,Lebanon,2692.0,7.0406,0.0,0.0,no
439,male,25.02576,3rd,C,Bulgaria,349254.0,7.1711,0.0,0.0,no
440,female,22.0,1st,C,United States,112378.0,59.08,0.0,1.0,yes
441,female,44.0,1st,C,United States,112378.0,59.08,0.0,1.0,yes
442,female,35.0,1st,S,Unknown,113503.0,211.1,0.0,0.0,yes
443,male,23.0,1st,C,Unknown,17593.0,79.04,0.0,0.0,no
444,male,47.0,2nd,S,England,30769.0,10.1,0.0,0.0,no
445,male,19.0,2nd,S,England,28133.0,11.1,1.0,0.0,no
446,male,21.0,2nd,S,England,28134.0,11.1,1.0,0.0,no
447,male,24.0,2nd,S,England,248726.0,13.1,0.0,0.0,no
448,male,23.0,3rd,S,Wales,14973.0,8.01,0.0,0.0,no
449,male,31.0,2nd,S,Ireland,12233.0,13.0,0.0,0.0,no
450,male,24.0,2nd,S,England,233866.0,13.0,0.0,0.0,no
451,female,17.0,3rd,Q,Ireland,35851.0,7.1408,0.0,0.0,yes
452,male,30.0,2nd,S,Argentina,250646.0,13.0,0.0,0.0,no
453,female,18.0,3rd,Q,Ireland,335677.0,7.15,0.0,0.0,yes
454,male,47.0,1st,C,United States,17453.0,89.0201,1.0,0.0,yes
455,female,40.0,1st,C,United States,17453.0,89.0201,1.0,0.0,yes
456,male,71.0,1st,C,United States,17754.0,34.1301,0.0,0.0,no
457,male,9.0,3rd,S,England,363291.0,20.1006,0.0,2.0,yes
458,male,33.0,3rd,S,England,363291.0,20.1006,1.0,1.0,no
459,male,41.0,3rd,S,Unknown,3101263.0,7.17,0.0,0.0,no
460,female,31.0,3rd,S,England,363291.0,20.1006,1.0,1.0,yes
461,male,9.0,3rd,S,England,2144.0,46.18,5.0,2.0,no
462,male,1.0,3rd,S,England,2144.0,46.18,5.0,2.0,no
463,male,11.0,3rd,S,England,2144.0,46.18,5.0,2.0,no
464,female,10.0,3rd,S,England,2144.0,46.18,5.0,2.0,no
465,female,16.0,3rd,S,England,2144.0,46.18,5.0,2.0,no
466,male,14.0,3rd,S,England,2144.0,46.18,5.0,2.0,no
467,male,42.0,3rd,S,England,2144.0,46.18,1.0,6.0,no
468,female,43.0,3rd,S,England,2144.0,46.18,1.0,6.0,no
469,male,53.0,1st,S,United States,113780.0,28.1,0.0,0.0,yes
470,female,19.0,1st,S,England,17582.0,153.0903,0.0,0.0,yes
471,male,38.0,1st,S,Canada,112053.0,30.0,0.0,1.0,no
472,female,59.0,1st,S,England,17582.0,153.0903,0.0,1.0,yes
473,male,52.0,2nd,S,South Africa,250647.0,13.0,0.0,0.0,no
474,female,45.0,1st,C,United States,17759.0,63.0702,0.0,1.0,yes
475,male,23.0,1st,C,United States,17759.0,63.0702,0.0,1.0,yes
476,male,20.0,crew,S,England,,,,,no
477,male,41.0,3rd,S,England,21440.0,8.01,0.0,0.0,no
478,male,32.0,3rd,S,Norway,8471.0,8.0615,0.0,0.0,no
479,male,25.0,3rd,S,England,376563.0,8.01,0.0,0.0,no
480,male,46.0,1st,C,France,17593.0,79.04,0.0,0.0,no
481,male,19.0,3rd,S,Finland,7534.0,9.1611,0.0,0.0,no
482,male,37.0,3rd,S,Finland,3101276.0,7.1806,2.0,0.0,no
483,male,28.0,3rd,S,Finland,3101277.0,7.1806,2.0,0.0,no
484,male,19.0,3rd,S,Sweden,347069.0,7.1506,0.0,0.0,no
485,female,24.0,3rd,S,Switzerland,349236.0,8.17,0.0,0.0,no
486,male,28.0,3rd,S,Norway,65303.0,6.1904,1.0,0.0,no
487,male,19.0,3rd,S,Norway,65304.0,6.1904,1.0,0.0,no
488,male,28.0,3rd,S,Finland,3101279.0,15.17,1.0,0.0,no
489,female,24.0,3rd,S,Finland,3101279.0,15.17,1.0,0.0,yes
490,male,30.0,2nd,S,England,250653.0,13.0,0.0,0.0,no
491,male,0.583333333,2nd,S,United States,250649.0,14.1,1.0,1.0,yes
492,female,23.0,2nd,S,United States,250649.0,14.1,0.0,2.0,yes
493,male,19.0,3rd,S,Belgium,345769.0,9.1,0.0,0.0,no
494,male,27.0,3rd,C,Lebanon,2663.0,7.0407,0.0,0.0,yes
495,male,18.0,3rd,C,Lebanon,2664.0,7.0406,0.0,0.0,no
496,male,35.0,3rd,C,Lebanon,2693.0,7.0407,0.0,0.0,no
497,male,41.0,3rd,S,United States,350026.0,14.0202,2.0,0.0,no
498,male,26.0,3rd,S,Denmark,350025.0,7.1701,1.0,0.0,no
499,male,21.0,3rd,S,Denmark,350029.0,7.1701,0.0,0.0,no
500,female,45.0,3rd,S,United States,350026.0,14.0202,1.0,0.0,yes
501,male,45.0,2nd,S,United States,248746.0,13.0,0.0,0.0,no
502,male,25.0,1st,C,United States,11765.0,55.081,1.0,0.0,yes
503,female,21.0,1st,C,United States,11765.0,55.081,1.0,0.0,yes
504,female,17.0,3rd,Q,Ireland,30631.0,7.1408,0.0,0.0,no
505,female,21.0,3rd,S,England,6609.0,7.11,0.0,0.0,no
506,female,6.0,2nd,S,Scotland,248727.0,33.0,0.0,1.0,yes
507,male,48.0,1st,C,United States,17572.0,76.1407,1.0,0.0,yes
508,female,49.0,1st,C,United States,17572.0,76.1407,1.0,0.0,yes
509,male,39.0,2nd,S,Scotland,248727.0,33.0,0.0,1.0,no
510,male,37.0,1st,S,England,113796.0,42.08,0.0,0.0,no
511,male,62.0,2nd,S,England,752.0,10.1,0.0,0.0,yes
512,male,45.0,1st,S,United States,36973.0,83.0906,1.0,0.0,no
513,female,35.0,1st,S,United States,36973.0,83.0906,1.0,0.0,yes
514,male,45.0,2nd,S,England,14208.0,10.1,0.0,0.0,no
515,male,46.0,1st,S,England,112059.0,,0.0,0.0,no
516,male,33.0,2nd,S,England,250654.0,,,,no
517,female,7.0,2nd,S,England,13529.0,26.05,0.0,2.0,yes
518,male,47.0,2nd,S,England,13529.0,26.05,1.0,1.0,no
519,male,29.0,3rd,Q,Ireland,394140.0,6.1702,0.0,0.0,no
520,female,48.0,2nd,S,England,13529.0,26.05,1.0,1.0,yes
521,male,27.0,1st,C,Egypt,17572.0,76.1407,0.0,0.0,yes
522,male,45.0,1st,S,England,16988.0,30.0,0.0,0.0,yes
523,female,24.0,1st,C,United States,11767.0,83.0302,0.0,0.0,yes
524,male,55.0,1st,S,Canada,12749.0,93.1,1.0,1.0,no
525,female,52.0,1st,S,Canada,12749.0,93.1,1.0,1.0,yes
526,male,42.0,1st,S,England,113038.0,42.1,0.0,0.0,no
527,female,33.0,3rd,Q,Ireland,370375.0,7.15,0.0,0.0,yes
528,male,27.0,3rd,S,Sweden,347089.0,6.1906,0.0,0.0,yes
529,male,24.0,3rd,S,Unknown,1601.0,56.0911,0.0,0.0,yes
530,female,20.0,3rd,Q,Ireland,365226.0,6.15,0.0,0.0,no
531,female,16.0,3rd,S,Finland,3101282.0,7.1806,0.0,0.0,yes
532,female,23.0,3rd,S,Finland,3101290.0,7.1806,0.0,0.0,no
533,female,22.0,3rd,S,Sweden,7548.0,8.1903,0.0,0.0,yes
534,male,30.0,3rd,S,Hungary,349243.0,7.1711,0.0,0.0,no
535,female,28.0,3rd,S,Sweden,347086.0,7.1506,0.0,0.0,no
536,female,21.0,3rd,Q,Ireland,382649.0,7.15,0.0,0.0,no
537,female,24.0,2nd,S,England,220845.0,65.0,1.0,2.0,yes
538,female,24.0,2nd,S,England,220845.0,65.0,1.0,2.0,yes
539,male,50.0,2nd,S,England,220845.0,65.0,1.0,2.0,no
540,female,50.0,2nd,S,India,220845.0,65.0,1.0,2.0,yes
541,female,56.0,2nd,S,India,248706.0,16.0,0.0,0.0,yes
542,male,24.0,2nd,S,England,14879.0,73.1,2.0,0.0,no
543,male,30.0,2nd,S,England,14879.0,73.1,2.0,0.0,no
544,male,21.0,2nd,S,England,14879.0,73.1,2.0,0.0,no
545,male,44.0,1st,S,England,17463.0,51.1703,0.0,0.0,no
546,female,18.0,2nd,S,Finland,250650.0,13.0,1.0,1.0,no
547,male,55.0,1st,S,England,680.0,50.0,0.0,0.0,no
548,female,17.0,1st,C,United States,111361.0,57.1907,0.0,1.0,yes
549,female,44.0,1st,C,United States,111361.0,57.1907,0.0,1.0,yes
550,female,2.0,3rd,S,Finland,3101298.0,12.0509,0.0,1.0,yes
551,female,22.0,3rd,S,Finland,3101298.0,12.0509,1.0,1.0,yes
552,female,20.0,2nd,S,England,29105.0,23.0,2.0,1.0,yes
553,male,24.0,2nd,S,England,29104.0,11.1,2.0,1.0,no
554,male,36.0,2nd,S,England,242963.0,13.0,0.0,0.0,no
555,female,54.0,2nd,S,England,29105.0,23.0,1.0,3.0,yes
556,male,50.0,2nd,S,England,250643.0,13.0,0.0,0.0,no
557,female,51.0,1st,C,United States,13502.0,77.1902,1.0,0.0,yes
558,female,29.0,2nd,S,England,26707.0,26.0,1.0,0.0,yes
559,male,44.0,2nd,S,England,26707.0,26.0,1.0,0.0,no
560,male,43.0,3rd,S,Sweden,7075.0,6.09,0.0,0.0,no
561,male,18.0,3rd,S,Norway,4001.0,22.1006,0.0,0.0,no
562,male,42.0,1st,S,United States,113789.0,52.0,1.0,0.0,no
563,female,35.0,1st,S,United States,113789.0,52.0,1.0,0.0,yes
564,male,40.0,1st,S,United States,111426.0,26.11,0.0,0.0,yes
565,female,27.0,3rd,S,Finland,3101283.0,7.1806,0.0,0.0,yes
566,male,21.0,2nd,S,England,14879.0,73.1,0.0,0.0,no
567,male,22.0,3rd,Q,Unknown,370377.0,7.15,0.0,0.0,no
568,male,41.0,2nd,S,Japan,237798.0,13.0,0.0,0.0,yes
569,female,26.0,3rd,S,England,39186.0,8.01,0.0,0.0,yes
570,male,63.0,2nd,S,England,24065.0,26.0,1.0,0.0,no
571,female,61.0,2nd,S,England,24065.0,26.0,1.0,0.0,no
572,male,38.0,1st,S,United States,19943.0,100.0,1.0,0.0,yes
573,female,31.0,1st,S,United States,19943.0,100.0,1.0,0.0,yes
574,male,43.0,1st,C,United States,17600.0,30.1311,0.0,0.0,no
575,male,42.0,3rd,S,Norway,348121.0,7.13,0.0,0.0,no
576,male,21.0,2nd,S,Unknown,250654.0,,,,no
577,male,34.0,2nd,S,England,1585.0,12.0506,0.0,0.0,no
578,male,34.0,3rd,S,England,3470.0,7.1709,0.0,0.0,yes
579,male,11.0,3rd,C,Unknown,2699.0,18.1509,0.0,0.0,no
580,female,18.0,3rd,C,Syria,2657.0,7.0407,0.0,0.0,yes
581,male,33.0,3rd,C,Lebanon,2627.0,14.0902,0.0,0.0,no
582,female,39.0,1st,S,Unknown,113572.0,80.0,0.0,0.0,yes
583,female,17.0,2nd,S,Channel Islands,14885.0,10.1,0.0,0.0,yes
584,male,32.0,3rd,S,Unknown,349220.0,7.1711,0.0,0.0,no
585,female,17.0,3rd,S,United States,3101270.0,7.1806,1.0,0.0,no
586,female,25.0,3rd,S,Finland,3101271.0,7.1806,1.0,0.0,no
587,female,50.0,1st,C,United States,17595.0,28.1403,0.0,0.0,no
588,male,49.0,1st,S,England,112058.0,,0.0,0.0,yes
589,male,20.0,3rd,S,Bulgaria,349201.0,7.1711,0.0,0.0,no
590,female,16.0,3rd,C,Unknown,2665.0,14.0901,1.0,0.0,no
591,female,19.0,3rd,C,Unknown,2665.0,14.0901,1.0,0.0,no
592,female,24.0,2nd,S,England,243847.0,27.0,2.0,1.0,yes
593,male,42.0,2nd,S,South Africa,243847.0,27.0,1.0,0.0,no
594,male,30.0,3rd,C,Croatia (Modern),349240.0,7.1711,0.0,0.0,yes
595,male,21.0,3rd,S,Sweden,350034.0,7.1511,0.0,0.0,yes
596,male,21.0,3rd,S,Unknown,3101305.0,7.01,0.0,0.0,no
597,male,46.0,2nd,S,Wales,237565.0,15.0,0.0,0.0,no
598,male,24.0,2nd,S,England,31029.0,31.1,2.0,0.0,no
599,male,21.0,2nd,S,England,31029.0,31.1,2.0,0.0,no
600,male,32.0,2nd,S,England,33111.0,10.1,0.0,0.0,no
601,male,20.0,3rd,S,Denmark,350050.0,7.1701,0.0,0.0,no
602,male,48.0,3rd,S,Denmark,350048.0,7.0101,0.0,0.0,no
603,male,17.0,3rd,S,Denmark,350047.0,7.1701,1.0,0.0,no
604,female,26.0,3rd,Q,Ireland,14313.0,7.15,0.0,0.0,yes
605,female,23.0,2nd,C,United States,541.0,13.151,0.0,0.0,yes
606,male,29.0,3rd,S,Norway,65306.0,8.0203,0.0,0.0,yes
607,male,34.0,3rd,S,Finland,3101264.0,6.0911,0.0,0.0,no
608,male,22.0,3rd,S,Sweden,350052.0,7.1511,0.0,0.0,no
609,male,33.0,3rd,S,Sweden,7540.0,8.1301,0.0,0.0,no
610,male,31.0,3rd,S,United States,347063.0,7.1506,0.0,0.0,no
611,male,29.0,3rd,S,United States,347467.0,7.1701,0.0,0.0,no
612,male,26.0,3rd,S,Sweden,347070.0,7.1506,0.0,0.0,yes
613,male,4.0,3rd,S,Unknown,347742.0,11.0208,1.0,1.0,yes
614,female,1.0,3rd,S,Unknown,347742.0,11.0208,1.0,1.0,yes
615,male,49.0,3rd,S,United States,370160.0,,,,no
616,male,33.0,3rd,S,United States,347062.0,7.1506,0.0,0.0,no
617,female,26.0,3rd,S,Unknown,347742.0,11.0208,0.0,2.0,yes
618,male,19.0,3rd,S,United States,370160.0,,0.0,0.0,no
619,male,8.0,3rd,S,England,6607.0,23.09,1.0,2.0,no
620,female,7.0,3rd,S,England,6607.0,23.09,1.0,2.0,no
621,male,35.0,3rd,S,Scotland,6607.0,23.09,1.0,2.0,no
622,female,36.0,3rd,S,Scotland,6607.0,23.09,1.0,2.0,no
623,male,46.0,1st,S,United States,694.0,26.0,0.0,0.0,no
624,male,23.0,3rd,S,Bulgaria,349204.0,7.1711,0.0,0.0,no
625,male,25.0,3rd,S,Sweden,350417.0,7.1701,0.0,0.0,yes
626,male,27.0,3rd,S,Sweden,350408.0,7.1701,0.0,0.0,no
627,male,39.0,3rd,C,Lebanon,2675.0,7.0407,0.0,2.0,no
628,male,50.0,1st,S,England,113044.0,26.0,0.0,0.0,no
629,female,20.0,3rd,S,Finland,4136.0,9.161,1.0,0.0,no
630,female,21.0,3rd,S,Finland,4137.0,9.161,1.0,0.0,no
631,male,32.0,3rd,S,Finland,3101286.0,7.1806,0.0,0.0,yes
632,male,17.0,3rd,S,Finland,3101274.0,7.0206,0.0,0.0,no
633,male,21.0,3rd,S,Norway,8475.0,8.0808,0.0,0.0,no
634,male,34.0,2nd,S,Russia,244367.0,26.0,1.0,0.0,no
635,female,24.0,2nd,S,Russia,244367.0,26.0,1.0,0.0,yes
636,male,30.0,3rd,S,Hungary,349246.0,7.1711,0.0,0.0,no
637,male,21.0,3rd,S,Sweden,350053.0,7.1511,0.0,0.0,yes
638,male,33.0,3rd,S,Sweden,347465.0,7.1701,0.0,0.0,no
639,male,22.0,3rd,S,Sweden,350060.0,7.1005,0.0,0.0,no
640,female,22.0,2nd,S,United States,13534.0,21.0,0.0,0.0,no
641,female,5.0,3rd,C,Slovenia,349256.0,13.0804,0.0,1.0,yes
642,male,39.0,3rd,C,United States,349256.0,13.0804,0.0,1.0,yes
643,male,19.0,3rd,C,Greece,2682.0,7.0407,0.0,0.0,no
644,female,46.0,2nd,Q,Ireland,226593.0,12.07,0.0,0.0,yes
645,male,23.0,3rd,Q,Ireland,12460.0,7.15,0.0,0.0,no
646,male,35.0,2nd,Q,Ireland,233734.0,12.07,0.0,0.0,no
647,male,39.0,3rd,S,United States,323592.0,7.05,0.0,0.0,no
648,male,33.0,1st,S,England,113503.0,211.1,0.0,0.0,no
649,female,20.0,3rd,Q,Ireland,9234.0,7.15,0.0,0.0,yes
650,female,22.0,3rd,Q,Ireland,14312.0,7.15,0.0,0.0,yes
651,male,19.0,3rd,S,Scotland,363592.0,8.01,0.0,0.0,no
652,male,44.0,3rd,Q,Ireland,330911.0,7.1607,0.0,0.0,no
653,male,44.0,crew,S,England,,,,,no
654,female,49.0,2nd,S,England,223596.0,13.1,0.0,0.0,yes
655,male,24.0,3rd,Q,Ireland,368783.0,7.15,0.0,0.0,yes
656,male,58.0,1st,C,United States,11771.0,29.14,0.0,0.0,no
657,male,41.0,1st,S,United States,17464.0,51.1703,1.0,0.0,no
658,female,40.0,1st,S,United States,17464.0,51.1703,1.0,0.0,yes
659,male,25.0,3rd,C,Lebanon,2660.0,14.0901,1.0,0.0,no
660,female,20.0,3rd,C,Lebanon,2660.0,14.0901,1.0,0.0,no
661,male,25.0,3rd,Q,Ireland,367227.0,7.15,1.0,0.0,no
662,male,22.0,3rd,Q,Ireland,367229.0,7.15,1.0,0.0,no
663,male,22.0,3rd,Q,Ireland,36865.0,7.1409,0.0,0.0,no
664,male,42.0,1st,S,United States,11753.0,52.1101,1.0,0.0,yes
665,female,45.0,1st,S,United States,11753.0,52.1101,1.0,0.0,yes
666,female,4.0,3rd,S,Switzerland,315153.0,22.0,0.0,2.0,yes
667,female,26.0,3rd,S,Switzerland,315153.0,22.0,1.0,1.0,yes
668,female,23.0,3rd,S,Switzerland,315152.0,8.1303,2.0,0.0,no
669,male,29.0,3rd,S,Switzerland,315153.0,22.0,3.0,1.0,yes
670,male,26.0,3rd,S,Switzerland,315151.0,8.1303,2.0,0.0,no
671,male,52.0,2nd,Q,United States,219533.0,12.07,0.0,0.0,no
672,male,41.0,1st,S,United States,113028.0,26.11,0.0,0.0,no
673,female,1.0,3rd,S,Sweden,350405.0,12.0308,1.0,1.0,no
674,male,18.0,3rd,S,Sweden,350404.0,7.1701,1.0,1.0,no
675,female,36.0,3rd,S,Sweden,350405.0,12.0308,0.0,2.0,no
676,male,41.0,2nd,B,Northern Ireland,239855.0,,0.0,0.0,no
677,male,25.02576,3rd,C,Bulgaria,349253.0,7.1711,0.0,0.0,no
678,male,25.0,3rd,C,Turkey,2654.0,7.0407,0.0,0.0,yes
679,female,29.0,1st,S,Unknown,24160.0,211.0609,0.0,0.0,yes
680,male,23.0,2nd,S,England,250654.0,,,,no
681,male,26.0,3rd,S,Scotland,251.0,7.11,0.0,0.0,no
682,male,31.0,2nd,S,Sweden,18723.0,10.1,0.0,0.0,no
683,male,35.0,3rd,C,Lebanon,2624.0,7.0406,0.0,0.0,no
684,male,35.0,2nd,S,United States,250651.0,26.0,1.0,1.0,no
685,female,34.0,2nd,S,United States,250651.0,26.0,1.0,1.0,no
686,female,37.0,3rd,S,Finland,4135.0,9.1109,0.0,0.0,no
687,male,31.0,2nd,Q,Ireland,240261.0,10.1402,0.0,0.0,no
688,male,38.0,3rd,S,China/Hong Kong,1601.0,56.0911,0.0,0.0,yes
689,male,23.0,3rd,S,Unknown,1601.0,56.0911,0.0,0.0,no
690,female,22.0,3rd,S,Sweden,7077.0,7.05,0.0,0.0,yes
691,male,17.0,3rd,Q,Ireland,7935.0,7.15,0.0,0.0,no
692,male,32.0,3rd,S,Unknown,1601.0,56.0911,0.0,0.0,yes
693,female,1.0,2nd,C,France,2123.0,41.1107,1.0,2.0,yes
694,female,3.0,2nd,C,France,2123.0,41.1107,1.0,2.0,yes
695,male,25.0,2nd,C,France,2123.0,41.1107,1.0,2.0,no
696,female,22.0,2nd,C,France,2123.0,41.1107,1.0,2.0,yes
697,male,29.0,3rd,S,United States,7545.0,9.0908,0.0,0.0,no
698,male,29.0,3rd,S,Sweden,347067.0,7.1506,0.0,0.0,no
699,male,22.0,3rd,S,Sweden,347065.0,7.1506,0.0,0.0,no
700,female,49.0,1st,S,United States,17465.0,25.1807,0.0,0.0,yes
701,male,5.0,3rd,S,Unknown,4133.0,25.0904,3.0,1.0,no
702,female,3.0,3rd,S,Unknown,4133.0,25.0904,3.0,1.0,no
703,female,8.0,3rd,S,Unknown,4133.0,25.0904,3.0,1.0,no
704,female,12.0,3rd,S,Unknown,4133.0,25.0904,3.0,1.0,no
705,female,40.0,3rd,S,Unknown,4133.0,25.0904,0.0,4.0,no
706,female,17.0,2nd,C,Switzerland,1748.0,12.0,0.0,0.0,yes
707,male,32.0,3rd,S,Finland,3101292.0,7.1806,0.0,0.0,no
708,female,31.0,2nd,S,Scotland,248727.0,33.0,0.0,0.0,yes
709,female,39.0,2nd,S,England,34260.0,10.1,0.0,0.0,yes
710,female,18.0,3rd,Q,Ireland,370371.0,15.1,1.0,0.0,no
711,male,20.0,3rd,Q,Ireland,370371.0,15.1,1.0,0.0,no
712,female,27.0,1st,C,France,17761.0,106.0806,0.0,0.0,yes
713,male,41.0,3rd,S,England,48871.0,24.03,0.0,0.0,no
714,male,35.0,1st,C,Unknown,17755.0,512.0607,0.0,0.0,yes
715,male,37.0,2nd,S,Canada,2163.0,12.1706,0.0,0.0,no
716,male,30.0,1st,C,United States,17612.0,27.1405,0.0,0.0,no
717,male,25.0,2nd,S,England,29566.0,10.1,0.0,0.0,no
718,male,24.0,3rd,S,Belgium,345781.0,9.1,0.0,0.0,no
719,female,25.0,3rd,S,Sweden,347071.0,7.1506,0.0,0.0,no
720,female,45.0,3rd,S,England,347073.0,7.15,0.0,0.0,no
721,male,42.0,1st,S,Sweden,17475.0,26.11,0.0,0.0,no
722,male,36.0,3rd,S,Sweden,349910.0,15.11,1.0,0.0,no
723,female,30.0,3rd,S,Sweden,349910.0,15.11,1.0,0.0,no
724,male,20.0,3rd,S,Finland,3101285.0,7.1806,1.0,0.0,yes
725,female,55.0,1st,C,Sweden,112377.0,27.1405,0.0,0.0,yes
726,male,21.0,3rd,Q,Ireland,330971.0,7.1707,0.0,0.0,no
727,female,16.0,1st,C,France,17592.0,39.08,0.0,1.0,yes
728,female,50.0,1st,C,United States,17592.0,39.08,0.0,1.0,yes
729,male,61.0,2nd,Q,Ireland,235509.0,12.07,0.0,0.0,no
730,male,28.0,3rd,S,Unknown,1601.0,56.0911,0.0,0.0,no
731,male,27.0,3rd,S,Austria,345775.0,9.1,0.0,0.0,no
732,male,25.0,3rd,S,Latvia,374887.0,7.05,0.0,0.0,no
733,female,34.0,3rd,S,England,3336.0,16.02,1.0,0.0,no
734,male,31.0,3rd,S,England,3336.0,16.02,1.0,0.0,no
735,male,19.0,3rd,S,England,1222.0,7.1707,0.0,0.0,no
736,female,21.0,1st,C,United States,13502.0,77.1902,0.0,0.0,yes
737,male,29.0,1st,S,United States,113501.0,30.0,0.0,0.0,no
738,male,30.0,1st,S,United States,113801.0,45.1,0.0,0.0,no
739,male,50.0,2nd,S,England,3085.0,26.0,1.0,0.0,no
740,female,43.0,2nd,S,England,3085.0,26.0,1.0,0.0,yes
741,male,20.0,3rd,S,England,21173.0,7.05,0.0,0.0,no
742,male,29.0,3rd,S,Croatia (Modern),315098.0,8.1303,0.0,0.0,yes
743,male,50.0,3rd,S,Sweden,347743.0,7.0101,0.0,0.0,no
744,female,23.0,3rd,S,United States,347469.0,7.1701,0.0,0.0,yes
745,male,32.0,3rd,S,Sweden,350403.0,7.1107,0.0,0.0,yes
746,female,59.0,1st,C,France,17569.0,146.1005,0.0,0.0,yes
